Region,RE or Non-RE,Group Technology,Year,Electricity Installed Capacity (MW),Electricity Generation (GWh),Heat Generation (TJ),Public Flows (2022 USD M),SDG 7a1 Intl. Public Flows (2022 USD M)
Unspecified countries,Total Renewable,Multiple renewables*,2001,,,,17.01,
Unspecified countries,Total Renewable,Multiple renewables*,2003,,,,0.69,
Unspecified countries,Total Renewable,Multiple renewables*,2004,,,,0.94,
Unspecified countries,Total Renewable,Multiple renewables*,2005,,,,4.71,
Unspecified countries,Total Renewable,Multiple renewables*,2006,,,,0.30,
Unspecified countries,Total Renewable,Multiple renewables*,2007,,,,1.09,
Unspecified countries,Total Renewable,Multiple renewables*,2008,,,,61.58,
Unspecified countries,Total Renewable,Multiple renewables*,2009,,,,203.71,
Unspecified countries,Total Renewable,Multiple renewables*,2010,,,,855.95,
Unspecified countries,Total Renewable,Multiple renewables*,2011,,,,328.61,
Unspecified countries,Total Renewable,Multiple renewables*,2012,,,,112.46,
Unspecified countries,Total Renewable,Multiple renewables*,2013,,,,193.42,
Unspecified countries,Total Renewable,Multiple renewables*,2014,,,,131.69,
Unspecified countries,Total Renewable,Multiple renewables*,2015,,,,163.40,
Unspecified countries,Total Renewable,Multiple renewables*,2016,,,,432.79,
Unspecified countries,Total Renewable,Multiple renewables*,2017,,,,688.25,
Unspecified countries,Total Renewable,Multiple renewables*,2018,,,,404.95,
Unspecified countries,Total Renewable,Multiple renewables*,2019,,,,540.67,
Unspecified countries,Total Renewable,Multiple renewables*,2020,,,,510.16,
Unspecified countries,Total Renewable,Multiple renewables*,2021,,,,394.41,
Unspecified countries,Total Renewable,Multiple renewables*,2022,,,,1566.71,
Unspecified countries,Total Renewable,Multiple renewables*,2023,,,,801.47,
Unspecified countries,Total Renewable,Solar energy,2000,,,,3.39,
Unspecified countries,Total Renewable,Solar energy,2001,,,,0.03,
Unspecified countries,Total Renewable,Solar energy,2002,,,,3.78,
Unspecified countries,Total Renewable,Solar energy,2003,,,,0.15,
Unspecified countries,Total Renewable,Solar energy,2004,,,,1.52,
Unspecified countries,Total Renewable,Solar energy,2005,,,,0.02,
Unspecified countries,Total Renewable,Solar energy,2008,,,,13.20,
Unspecified countries,Total Renewable,Solar energy,2009,,,,0.00,
Unspecified countries,Total Renewable,Solar energy,2011,,,,5.06,
Unspecified countries,Total Renewable,Solar energy,2012,,,,53.07,
Unspecified countries,Total Renewable,Solar energy,2013,,,,1.35,
Unspecified countries,Total Renewable,Solar energy,2014,,,,1.00,
Unspecified countries,Total Renewable,Solar energy,2015,,,,38.35,
Unspecified countries,Total Renewable,Solar energy,2016,,,,613.02,
Unspecified countries,Total Renewable,Solar energy,2017,,,,2.42,
Unspecified countries,Total Renewable,Solar energy,2018,,,,90.68,
Unspecified countries,Total Renewable,Solar energy,2019,,,,78.44,
Unspecified countries,Total Renewable,Solar energy,2020,,,,8.09,
Unspecified countries,Total Renewable,Solar energy,2021,,,,64.99,
Unspecified countries,Total Renewable,Solar energy,2022,,,,63.13,
Unspecified countries,Total Renewable,Solar energy,2023,,,,2.33,
Unspecified countries,Total Renewable,Wind energy,2000,,,,0.23,
Unspecified countries,Total Renewable,Wind energy,2001,,,,0.34,
Unspecified countries,Total Renewable,Wind energy,2004,,,,1.93,
Unspecified countries,Total Renewable,Wind energy,2006,,,,1.14,
Unspecified countries,Total Renewable,Wind energy,2008,,,,1.85,
Unspecified countries,Total Renewable,Wind energy,2012,,,,0.04,
Unspecified countries,Total Renewable,Wind energy,2014,,,,0.04,
Unspecified countries,Total Renewable,Wind energy,2016,,,,1.33,
Unspecified countries,Total Renewable,Wind energy,2019,,,,11.86,
Unspecified countries,Total Renewable,Wind energy,2020,,,,3.70,
Unspecified countries,Total Renewable,Wind energy,2022,,,,0.13,
Unspecified countries,Total Non-Renewable,Fossil fuels,2000,,,,0.24,
Unspecified countries,Total Non-Renewable,Fossil fuels,2002,,,,0.37,
Unspecified countries,Total Non-Renewable,Fossil fuels,2004,,,,0.01,
Unspecified countries,Total Non-Renewable,Fossil fuels,2006,,,,0.11,
Unspecified countries,Total Non-Renewable,Fossil fuels,2007,,,,0.23,
Unspecified countries,Total Non-Renewable,Fossil fuels,2008,,,,0.16,
Unspecified countries,Total Non-Renewable,Fossil fuels,2009,,,,0.80,
Unspecified countries,Total Non-Renewable,Fossil fuels,2010,,,,19.79,
Unspecified countries,Total Non-Renewable,Fossil fuels,2011,,,,168.29,
Unspecified countries,Total Non-Renewable,Fossil fuels,2012,,,,0.26,
Unspecified countries,Total Non-Renewable,Fossil fuels,2013,,,,0.02,
Unspecified countries,Total Non-Renewable,Fossil fuels,2016,,,,0.56,
Unspecified countries,Total Non-Renewable,Fossil fuels,2017,,,,3.47,
Unspecified countries,Total Non-Renewable,Fossil fuels,2020,,,,12.25,
Unspecified countries,Total Non-Renewable,Fossil fuels,2021,,,,19.62,
Unspecified countries,Total Non-Renewable,Fossil fuels,2022,,,,13.59,
Unspecified countries,Total Non-Renewable,Fossil fuels,2023,,,,4.18,
Unspecified countries,Total Non-Renewable,Nuclear,2002,,,,0.04,
Unspecified countries,Total Non-Renewable,Nuclear,2003,,,,2.13,
Unspecified countries,Total Non-Renewable,Nuclear,2004,,,,0.37,
Unspecified countries,Total Non-Renewable,Nuclear,2006,,,,0.87,
Unspecified countries,Total Non-Renewable,Nuclear,2007,,,,2.90,
Unspecified countries,Total Non-Renewable,Nuclear,2008,,,,11.01,
Unspecified countries,Total Non-Renewable,Nuclear,2009,,,,17.43,
Unspecified countries,Total Non-Renewable,Nuclear,2010,,,,28.70,
Unspecified countries,Total Non-Renewable,Nuclear,2011,,,,60.26,
Unspecified countries,Total Non-Renewable,Nuclear,2012,,,,19.06,
Unspecified countries,Total Non-Renewable,Nuclear,2013,,,,12.03,
Unspecified countries,Total Non-Renewable,Nuclear,2014,,,,7.41,
Unspecified countries,Total Non-Renewable,Nuclear,2015,,,,38.53,
Unspecified countries,Total Non-Renewable,Nuclear,2016,,,,9.29,
Unspecified countries,Total Non-Renewable,Nuclear,2017,,,,30.05,
Unspecified countries,Total Non-Renewable,Nuclear,2018,,,,22.63,
Unspecified countries,Total Non-Renewable,Nuclear,2019,,,,26.30,
Unspecified countries,Total Non-Renewable,Nuclear,2020,,,,18.52,
Unspecified countries,Total Non-Renewable,Nuclear,2021,,,,47.68,
Unspecified countries,Total Non-Renewable,Nuclear,2022,,,,41.48,
Unspecified countries,Total Non-Renewable,Nuclear,2023,,,,29.99,
